"n1","n2","n3","n4","n5","n6","n7","n8","n9","n10","n11","n12","n13","n14","n15","n16","n17","n18","n19","n20","n21","n22","n23","n24","n25","n26","n27","n28","n29","n30","n31","n32","n33","n34","n35"
"ERR2836387",0.929250204030125,0.548240459782011,-0.738297269653987,0.01008445835191,2.35676722187023,0.327522092970418,0.700548941429903,0.405726670077767,-0.794893695514143,0.427730345839615,-0.87051184220381,-0.912154818922151,-0.169192981810488,0.332161164316277,-2.58233978391002,-0.513731569179111,0.799707405435073,-1.03041617831585,1.52260280106964,-0.446798609252814,0.512455943727566,-0.512926711966772,0.597513841721166,-0.268546982652555,-1.06040749620344,0.340411178895219,-0.422820706164715,-0.5823238628234,-0.26567711938538,0.48077107052083,-0.00871086018903188,0.638908854585244,0.150782947250606,-0.0183843847205606,1.06223486005064
"ERR2836388",1.06041987076014,-0.237442992362457,-1.67900789369827,-0.0344328638820162,1.5736796577257,-0.1410248981025,-0.325016636770301,-0.437202808507513,0.592310052728358,-0.565531457761409,0.132207746550278,0.0856771749924535,-0.402998149348935,1.36860175989125,-2.98185187471403,-0.248156813271614,-0.0291549344453546,0.211665396938703,0.97818771662606,-0.28233203064709,0.301510541018824,-0.0703630774926272,0.246451853497902,-0.404228176514603,-1.47474229313044,-0.198584678205642,-0.0843841923979291,-0.0530668697404671,0.333489508744244,-0.144325149913673,-0.642245501620102,-0.149620369133038,-0.228766049912051,-0.086248080037751,-0.12083451382333
"ERR2836389",-1.64206176060075,-0.0288687056131772,-0.776519465399239,0.114221633376362,-0.116180027511545,0.274561784291502,-1.30133233011878,0.326548873217406,-0.613078081444232,-0.663719906395601,-0.353017029973849,0.0240067863107401,-0.0203731017016539,1.49308408669983,0.290465275806244,0.0102235919520559,0.191173486274425,0.324412677178443,-0.185391384153597,0.0975008483041963,0.00662599469589139,-0.166071194408693,0.0367180708636807,-0.166550046257571,-0.591098400989654,-0.42643042765494,0.330615997480039,-0.0632014041460029,0.493591483809637,-0.0449381136552353,-0.0721183090550727,-0.261742430904651,-0.269240918599892,-0.165184976338366,0.421286356364459
"ERR2836390",0.37694994416206,0.483395092474501,-0.96145997019464,0.207191364421824,1.61966151864659,-0.184709717443285,0.542140936931287,0.302987664004181,-0.302159378065425,0.40218192903286,0.361996930278602,-0.63941055150777,-0.18912878771973,-0.350394047349826,-2.93801148079703,-0.190513299355528,0.446684642407844,1.10705177284404,0.211980681665819,-0.12495308659701,-0.80407520891834,0.737069209249961,-0.173457494749995,0.192440623194725,0.296013524771263,-0.131901306159899,0.367955144646457,-0.601931102444554,-0.319190191526032,-0.589399624031817,0.114632972659962,-0.583572053622053,0.0480029302392741,-0.0527262752512104,-0.301541470552593
"ERR2836391",0.751176291260908,-0.39109810808851,-0.389871900234256,-0.314148913998672,0.165159385615105,-0.1410248981025,-0.253891367956245,0.28578451345572,0.408427849355627,-0.124435035680561,0.388011292937906,-0.504632435021398,0.26643498556532,-0.608649542349083,-1.38327128604007,-0.227055922075582,0.432149972168413,0.366263106875802,-0.226655884793985,0.353918311491488,0.0113707966335126,0.510432313809952,0.0305756854632929,0.366539513022538,-0.182431253045075,-0.651858157950726,0.0642292279515831,-0.130277204537738,0.0697157096252801,-0.461077320454442,0.572958658721214,-0.117227776210658,-0.25104097753806,-0.0361934596976318,-1.28809874382805
"ERR2836392",-0.0435864965708356,1.07965548706328,-0.0797947652843505,-0.212522078465234,1.39349810986801,0.486027244929679,1.24990831474491,-0.018824115573623,-0.0100862617043424,-0.0906733505726128,0.66889601514684,-0.0144593660204876,0.4022337721123,-1.43342913481231,-2.20205612274444,0.29465586062034,0.179675469166647,-0.0601867169179732,0.60889763379863,-0.00113105640866741,0.575451392127034,0.300567585803605,-0.0980642221636027,-0.482239158276914,-1.46731910768294,0.316084954549089,0.0642292279515831,0.548318287826343,-0.476394357626352,0.505851345700708,-0.668994413254583,0.384534017179357,0.255579665352768,-0.0183843847205606,-0.926684830369528
"ERR2836393",0.0081852560371763,0.531005621492677,-0.0783068036661003,0.0713944748628423,1.05923158707422,-0.106106298088096,0.896974109870143,0.533122546550432,0.315164871710394,0.81830377564463,0.407396809300855,0.884391174815805,-0.216244922688323,0.347134630883473,-2.02137971519836,0.100128424674171,0.188001445650507,0.43101265613873,0.0043016030831188,0.280836504973562,0.00662599469589141,0.682982522610649,-0.206500105783574,-0.334871377063352,-1.15553347073681,0.811374065128077,0.188921230657189,0.562250942103285,0.402720310267556,0.224165175498801,-0.173734132230235,-0.447937453079385,0.0480029302392741,0.00552762903097343,-0.301541470552593
"ERR2836394",1.24671875129736,-0.196717385391393,-1.19415152952077,-0.1964588988532,-0.435073112557742,-1.04731849219178,-0.7904077866394,0.302367663607361,-1.05670041575191,-0.675016761139788,-0.514027048054434,-0.140081980189188,-0.169192981810488,0.332161164316277,-0.359478002842071,-0.29183450541111,-0.1045678356404,1.23458697851653,-0.15655158410994,-0.174593683520685,-1.18595978769192,1.00811676081766,-0.208617344877908,-0.993356779837766,-0.0970066717636495,-0.183666065914375,0.367955144646457,0.434687921099972,0.0961888954494484,0.349816009420085,-0.0381422560271227,-0.613609207866852,0.0480029302392741,-0.238512750440205,-0.301541470552594
"ERR2836395",-0.430424174756115,-0.236832091694838,-0.194852542096142,0.0180521479761799,0.777644455556095,0.836379649409582,0.82102872873856,-0.210686049068005,-0.146112661057647,0.598453575608384,0.50666244879362,0.713589160776357,0.0022582910722383,0.107794294007899,-1.98772420519212,-0.284299982790147,-0.0036268974856728,-0.521519731261524,0.370802110577943,0.243901989815405,-0.499203954335784,0.0484234798302356,-0.0129938234528951,0.559554619480222,0.627731929074109,-0.0158496228727743,-0.00268131377657606,-0.100814758868084,0.522271331536353,0.228410294042157,0.496611581168037,-0.341552699241243,0.444330605888617,-0.0816776003167965,-0.363696423650219
"ERR2836396",-1.38984538159028,0.310141084141468,-1.29773991886683,0.197159364209054,0.887462781189709,0.938225096708231,0.454706552098272,-0.252800997876911,-0.969041502513746,0.147642075555151,0.174383790385161,0.156400932173796,-0.639741967071091,1.48421569814934,-1.40936804020131,-0.491676769641629,0.0471687496243256,-1.35788522709756,2.07446143651259,-0.47364218394627,0.512455943727566,0.0810878145195811,-0.941192670983287,-0.0996147597226286,0.285817838460369,0.996641549765506,-0.397174823631871,-0.0862176628183197,0.254779885317038,0.384390783925546,0.59415837124227,-0.351870523910814,0.485431328092271,-0.0113404769795019,0.743190449035612
"ERR2836397",-0.695350662208073,-0.0451634570625332,-0.976131931326634,-0.120949493095905,0.681700097026232,-0.1410248981025,0.17027310980963,0.0618045806735839,0.745602139678118,0.319487060421619,-0.358030493570721,0.114241388619415,-0.139462913327047,1.8745574266076,3.17186353424251,-0.382404303542504,0.314799793755498,1.0905696788136,-0.266176324138634,0.402524950642861,-0.852870302629616,0.536388770581341,0.123498459084595,0.218728687149308,1.30674685373638,0.0703042750470163,0.0642292279515831,-0.0862176628183197,0.565070213777677,0.516043586243206,0.198275545790688,0.0782680579110072,0.267337157690618,0.292037991218384,-0.301541470552593
"ERR2836398",-0.22105424053458,0.307612488404165,-1.18026191334556,-0.0962154493665531,2.62720671991394,-0.1410248981025,-0.367836678500722,-0.2569897566343,-0.309516700254231,0.319646997845449,-0.394173831430733,0.100433921381961,-0.245411689455064,1.65740267357934,1.20156661948916,-0.500763558495454,0.331125152416345,0.67489918928096,0.420516324989054,0.158899064492366,-0.670321589203559,-0.185191083326817,0.0958127502451826,0.310237690598033,-2.33208647677612,0.863493716901254,0.0755240777618708,-0.130514836219884,0.404892074720432,0.564739204570968,0.183351716235902,0.0391180619384015,0.287368770487647,0.346396031595224,0.196285866094848
"ERR2836399",-0.939425732794201,-0.171933791629045,-0.668069621336148,0.147734790518463,1.86205643067292,-0.811761860475463,-1.04757401437767,-0.493049557823184,0.474050259017389,-0.610262025854295,0.067749351869077,-0.0224111955427184,-0.0624717696462921,1.16467830796246,-1.69078034027797,-1.25781993670814,-0.133341958641788,0.0754502024552051,0.388046729546277,0.187173774024925,-0.372722511679656,0.752799002731525,0.104761680364408,0.39137582157639,0.367217614356216,0.287766824398541,0.0427169436540012,0.387186580864818,0.127228330006338,0.0846494259172999,-0.709179554758412,-0.191265057340929,0.242250119914446,-0.13716088841235,-0.301541470552593
"ERR2836400",1.13450677506229,0.290753421296414,-0.972818387386385,0.362899169493049,0.560776092582652,0.0246945335850078,-2.27313023485672,-1.25928670423557,0.525523506262075,0.143807630889951,-0.583806446675848,-0.140081980189188,-0.169192981810488,0.332161164316277,-2.88519354888803,-0.207169945421369,-0.0264534631493026,0.512045802509964,1.12746470629912,0.290462747803933,-0.603015994948919,-0.505746483078118,-0.375406210804362,0.0488528170514152,-1.19954982987515,0.668743614616874,0.499516523965757,0.535653754812251,-0.762559666046123,-0.48173558564621,0.114632972659962,0.26034413753604,-0.355587824899532,-0.57787829546545,-0.188051859583232
"ERR2836401",0.474877648001208,0.569238170278548,-0.709010846755558,0.00521568984992246,1.56256742986106,-0.649882454541664,0.341918057864491,-0.521423844677829,0.875953874440261,-0.533546560831392,-0.942991170855858,-0.140081980189188,-0.169192981810488,0.332161164316277,-1.92389234473809,0.563057380190055,-0.0429879024036113,-0.540847886876652,1.36690341759828,-0.20983778258694,0.512455943727566,-0.0019255820228569,0.093068369156235,0.0994018189783733,0.924064994835953,-0.532922455720886,0.0642292279515831,-0.0862176628183197,0.0174359193117546,0.115279483962248,-0.3142613175632,-0.0449208075727626,0.0480029302392741,0.239415818257756,-1.83895914846043
"ERR2836402",0.622178996502093,-0.212156915803836,-1.50525478790767,-0.0627533417969553,0.165159385615105,-0.1410248981025,-0.117905796495184,-0.125100206738143,0.349816854522749,-0.681093124304631,-0.00242350615102481,-0.140081980189188,-0.169192981810488,0.332161164316277,-2.2319858462414,0.228167656250736,-0.0273091471778009,-0.74143691498222,1.80552039478701,-0.626977562221549,0.512455943727566,-0.317241566745837,0.605792769917017,0.65395831121624,-1.65373675823896,-0.702723937774881,0.0642292279515831,-0.0436265272508484,-0.493332309514886,0.422591708790163,-0.576455239656843,0.470432918290257,-0.146244259435897,-0.0183843847205606,0.827502496266828
"ERR2836403",0.0965423189266933,-0.00240668573143499,0.244335073958987,-0.24257621657718,0.165159385615105,-0.1410248981025,0.382925711950914,0.199725117278463,1.03765950035287,0.552624052038925,-0.0245672648206935,0.464815539596394,-0.000896824935762644,-0.718015543639403,-0.205440353365523,0.234184163906987,0.194915941753289,-0.752489957918268,-0.138704330418016,-0.53333963885223,0.512455943727566,-0.749686679256737,0.0924054807398832,-0.0335655479072255,-1.40173392427228,0.316084954549089,0.0642292279515831,0.515955541865928,-0.245020672010553,-0.0216577308208917,0.114632972659962,0.470432918290257,-0.146244259435898,-0.0183843847205606,-0.327205292720808
"ERR2836404",-0.180050618836471,-0.14731161846933,-1.19261972642675,-0.282004193167693,0.165159385615105,-0.1410248981025,0.492738064883978,0.270946341424642,-0.953590179456904,-0.678921490011452,-0.475107373010174,-0.140081980189188,-0.169192981810488,0.332161164316277,-0.876785173372521,-0.482911472381716,0.698304835420921,0.559719471840293,-0.220992510938793,0.0150461009577034,-0.776100948368943,0.857469378952148,-0.134490604109255,-0.648012899966026,0.618798667124871,-0.249949401675849,0.413503439781406,0.160273528806382,0.385615415510047,0.000151855601657256,0.0788124899163903,-0.334789390811864,-0.146244259435898,-0.10602306402745,-0.301541470552593
"ERR2836405",0.373907522782765,0.857507931573286,-0.130681989233228,-0.2542253204299,-0.460217255938177,-1.08528374089777,0.83424704649482,-0.922660142531835,1.44278928515895,-0.374184805849109,-0.510775141662346,-0.972557005095841,-0.13214578166272,-0.205657262627669,-1.51214166717295,-0.149578170480679,0.546288145599282,-0.176188146367141,1.4101197572373,-0.20983778258694,0.512455943727566,0.0638220011415181,0.100699119994878,-0.0235750430030837,-0.922463883629264,0.595651600940672,0.409298903938421,-0.894579862959302,0.580254901091712,0.0843626203568326,0.841061998184344,0.2991909442018,0.402909537616117,0.182223165576174,-1.0550759273525
"ERR2836406",0.402979532841359,-0.128461042355343,-1.18037004329335,0.0143745285451256,-0.0251098146485234,-0.428313170357563,-0.205275334521913,-0.1817656481493,0.229823417233393,-0.0922371961188466,-0.00242350615102481,-0.140081980189188,-0.169192981810488,0.332161164316277,1.19050751173809,-0.687091539105544,-0.65648415890638,0.616216808755301,-0.466875990855411,0.00337420912395787,-0.49125106026436,0.493196083261578,-0.17359637322245,-0.016284628635372,0.553057982743778,-0.247983359239589,0.0642292279515831,-0.0862176628183197,-0.61137188586003,0.650643572658782,-0.0500591076362841,0.217294494231811,0.0480029302392741,-0.0183843847205607,-0.301541470552593
"ERR2836407",1.08869350195896,-0.271593525091401,-0.631673329214994,0.0125445706224995,2.08753073129849,-0.790830607993275,0.53496971599398,0.298336610455687,-1.0166669074216,-1.05925224599743,0.113154382448451,-0.811217740609061,-0.381174355090914,0.332161164316277,-2.14643768797841,0.00478272336117905,-0.0204745563066235,0.351934080122463,-0.117372662752394,0.437758902360712,0.423382669249195,1.00834586686949,-0.268019616059485,-0.275107234399256,0.599134700460385,-0.780736107521959,0.0642292279515831,-0.647305275312366,-0.185419785397821,0.0449473538113936,-0.0945520357378061,-0.0965290804899133,-0.273315905164068,-0.148979840684688,-0.301541470552593
"ERR2836408",0.780489844344307,0.281658431217646,-1.29801326829149,0.0420368079705283,2.71376277703309,-0.1410248981025,0.212387860894326,0.0891190316141986,-0.839270360954302,-0.801290386152752,-0.00242350615102481,-0.140081980189188,-0.169192981810488,0.332161164316277,-2.63729279479564,-0.0982397915985036,-0.039354964859007,-0.40586897136594,3.07902307629798,-0.20983778258694,0.512455943727567,0.735453399405379,-0.0332721510888846,-0.50734821940368,1.32184722297272,-0.48836715929724,0.347141246677349,-0.0862176628183197,0.255687214427305,0.0862359429612821,-0.78408916449078,-0.460624693048345,0.0480029302392741,0.10191958066495,-0.301541470552593
"ERR2836409",0.866667381882691,-0.630013692753373,-0.778139583635906,0.269647894021762,1.01337973997685,0.584009977168925,-0.0840948452429345,-1.20003778841565,0.229823417233393,-0.0922371961188466,-0.00242350615102481,-0.140081980189188,-0.169192981810488,0.332161164316277,-1.69594092818033,-0.134863165789881,0.643057694150575,0.473569528445461,-0.231718215069529,-0.191798125576894,-0.754726814403204,0.942397217021148,-0.0591520736536055,-0.0884098376142227,-0.296370688612195,-0.678608900267709,0.0642292279515831,0.60960423632554,-0.0884585538578823,0.121418746996365,0.253183390798219,-0.543996844784047,0.0480029302392741,-0.0876927607993567,-0.301541470552594
