"n1","n2","n3","n4","n5","n6","n7","n8","n9","n10","n11","n12","n13","n14","n15","n16","n17","n18","n19","n20","n21","n22","n23","n24","n25","n26","n27","n28","n29","n30","n31","n32","n33","n34","n35"
"ERR2836557",0.460935263753458,0.166701899456783,-0.70945269315494,0.0281890376203243,2.27029398790652,-0.1410248981025,0.142699061054565,-1.15693806432952,0.525523506262075,0.143807630889951,-0.583806446675848,-0.140081980189188,-0.169192981810488,0.332161164316277,2.25048694097928,-0.459479829070821,-0.789857759431942,-0.508684513948175,1.59071427647291,-0.413944729040309,0.512455943727566,0.170535231176581,0.110077533342387,0.196565373295694,1.23566899612644,-0.772239125470535,0.0642292279515831,-0.0862176628183197,-1.21441065879751,0.0483999000703469,0.114632972659962,0.217294494231811,0.0480029302392741,-0.0183843847205606,-1.57648008833744
"ERR2836558",0.0758803353969735,0.665021427368926,-0.456612265736231,-0.231757220316122,0.165159385615105,-0.1410248981025,0.352793315146999,0.180182086558219,0.996275627347123,-0.520048742345625,-0.65164113055248,-1.07470812981547,-0.169192981810488,0.332161164316277,-1.21577534885997,-0.932993598815556,-0.133341958641788,1.11239547858339,3.37737970177249,-0.20983778258694,0.512455943727566,0.0247750761700645,1.22521912773796,0.515521166154807,1.57490178329985,0.489438695944606,-0.161549789923568,-0.466790033116245,1.26122076936356,0.048399900070347,0.114632972659962,0.217294494231811,0.0480029302392741,-0.0183843847205606,-0.301541470552593
"ERR2836559",-0.0130061958225671,0.121511327969413,0.047140175900356,-0.179920247327913,0.165159385615105,-0.1410248981025,0.208420195727716,0.0865457148368012,0.79799339714915,-0.514179127750334,-0.817829920142364,-0.140081980189188,-0.169192981810488,0.332161164316277,3.16403762301987,-0.0762175332673761,-0.133341958641788,-0.0582651276744036,1.31992458180252,-0.20983778258694,0.512455943727566,-0.0133049692757625,0.260806509296306,0.0171807461442429,0.660381605878823,-0.330409553921864,0.0642292279515831,-0.0862176628183197,0.302727992052256,0.234854314825257,0.696302491570208,0.3467338765343,0.208662347940945,-0.0183843847205606,-1.0550759273525
"ERR2836560",0.163778005559904,0.871921800527145,-0.884107042132168,0.0121935973078804,2.03189383842406,-0.1410248981025,0.129051856427108,-1.37058810415334,0.475705934302765,0.104040378219313,-0.485858939894065,-0.140081980189188,-0.169192981810488,0.332161164316277,1.53216283656816,-1.13429919580889,-0.133341958641788,0.367345396960431,1.8243731006487,-0.20983778258694,0.512455943727566,-0.284449828071626,0.881723619328615,0.315958689340399,0.460197495686134,-0.0787120146861642,-0.232997612747441,0.281028602860482,1.91932349059262,0.104110168902828,0.891871271669026,-0.0857007534999844,0.0480029302392741,-0.36943809724712,-1.55182819018646
"ERR2836561",0.62125762434752,0.494570946808509,-0.63760531238783,-0.21571984655112,-0.353672953848426,-0.924412047404682,0.655640668576191,-0.894455149026444,1.219347113992,-0.565573304299656,-0.888025834762688,-1.30889835593992,-0.169192981810488,0.332161164316277,-2.02247445629372,-1.48464489002974,-0.133341958641789,-1.45758382897957,0.0252625252574126,-0.20983778258694,0.512455943727567,0.187810924703912,0.0846314958049508,-0.794087462427848,1.19997084646228,-0.744822396999563,0.0642292279515831,-0.0862176628183196,-1.34235142808121,-0.0257688955796835,0.114632972659962,0.485287742166628,0.380634609990108,-0.0183843847205606,-1.88661063856882
"ERR2836562",-1.32752250999675,0.897643252722987,-0.279027125464371,0.0725339521332907,1.71256184211515,-0.768077041134679,0.262583766836035,0.121674693821656,0.872381716235435,0.420689813910874,0.375638497001097,0.493878981514586,-0.122850793761596,-0.72243677937723,2.20653998029506,0.101619692894277,0.00803102406076198,1.437891613547,-1.66900386549353,0.326278407872193,-0.682870724945122,-0.0608183484481911,0.648033671040029,0.0575081203702842,0.789711695320941,-0.429737053490328,0.0642292279515831,-0.0862176628183197,1.63572398937884,0.525491925268946,-0.627546184828162,0.217294494231811,0.0480029302392741,-0.0183843847205607,-0.301541470552593
"ERR2836564",0.763225072745193,0.263275607328835,-0.152911610098929,0.134561905782194,1.12402489177973,0.823620970017537,0.567846591287735,0.319659633248485,1.29163007681862,0.755357980811498,0.23034641255774,-0.153170647844018,-0.209256704303386,-0.866546567446903,-1.66837886345671,0.0660653584556552,-0.438040069931461,-0.449653889232712,2.95189617324939,-0.20983778258694,0.512455943727566,0.337135069954222,-0.35556319978569,0.030481958166203,-0.693231534168236,0.877271812215209,-0.0186582143497835,0.356453143764524,0.363505161364408,-0.293489020736463,-0.467036546250285,-0.156380441271255,-0.25104097753806,-0.138093126983864,-1.58420524703106
"ERR2836565",-1.08666775135789,0.159366304073122,-0.648868794265932,-0.0938262302215191,-0.951861112092266,0.842532899301291,-2.20569267787616,-0.680920571218223,-0.682127988665234,-0.462224748135822,-0.227757810612065,-0.0445374716479041,-0.611166195951549,0.332161164316277,0.893813324381953,-1.47810232440176,-0.133341958641788,0.207347696633536,-2.33094039053456,-0.0208962150746959,-0.191186385672699,0.491562143253785,0.308206751212582,-0.322053932123149,-0.828161636934906,-0.387601599641763,0.311070776119758,0.881278777582318,0.0527154999214653,-0.652956777066772,0.114632972659962,-0.166731598905504,-0.23481780025555,-0.383164801036346,0.0598724429059326
"ERR2836566",0.931971173517553,0.121720002961946,-0.403834447089575,0.290080744476198,0.957001792388151,-0.164814114056364,0.415331428019884,0.220742559361435,1.08216555299731,0.588151344343135,0.499069005451943,0.700855940819324,-0.00238765010481771,-1.10403404915112,-2.01399207645013,-0.0574996793142556,0.290776989465863,-0.265102151985474,-1.81346238992893,0.371989374118374,-0.784788066702817,-0.553452374429813,0.494534763848539,-0.282881540941085,-1.35292858773112,-0.610934625467964,0.0642292279515831,-0.126399691394075,-0.671795227838929,0.450462414958453,-0.619811774937369,0.470432918290257,-0.146244259435898,-0.0183843847205606,1.14206942746367
"ERR2836567",-0.418292710436985,0.134277816231914,0.929909447472252,-0.188669558304471,0.165159385615105,-0.1410248981025,0.232788233551654,0.1023501433688,0.831460492026048,0.388024137951081,-0.722945883785693,-1.0052837207423,-0.169192981810488,0.332161164316277,0.991744418273327,0.576591720788783,-0.133341958641788,0.944888277526218,2.04329020544285,-0.20983778258694,0.512455943727566,-0.148502963717942,0.498474263426156,-0.117211496293461,0.229385016877715,0.914439105135469,-0.341443175053398,-0.0862176628183197,1.39870311263479,0.223543199446109,0.572958658721214,0.217294494231811,0.0480029302392741,-0.0183843847205606,-0.301541470552593
"ERR2836568",0.386850074447474,-0.00854766026390863,-0.080718271935278,0.305370796116009,-1.56746086809288,0.0201084272831068,0.0173259179241421,-0.0373926949047374,0.535544267190802,0.151806778904033,-0.603508501802636,-0.140081980189188,-0.169192981810488,0.332161164316277,1.76768041157216,-0.529087699728961,-0.133341958641789,-0.409068382306636,2.11538594262942,-0.20983778258694,0.512455943727566,0.174675816626412,0.169889173084285,0.226648194237866,1.33214475230423,-0.0788719115101071,-0.276464251751629,-0.0862176628183197,-0.93119079443719,-0.0213904831588247,0.114632972659962,0.469467275416692,0.360998337546583,-0.0183843847205606,-1.51977145355594
"ERR2836569",-0.344110585170027,0.376181836629405,-0.229272313938619,-0.0313834275019614,0.165159385615105,-0.1410248981025,-0.205275334521913,-0.1817656481493,0.229823417233393,-0.0922371961188465,-0.00242350615102488,-0.140081980189188,-0.169192981810488,0.332161164316277,-0.227302819448036,-0.257038782261326,-0.133341958641788,0.02432956294383,0.0252625252574128,-0.20983778258694,0.512455943727567,-0.0729578918056634,0.801181636583936,0.149220852308262,1.08383488216756,-0.125024670273928,-0.171317470406304,-0.0862176628183197,1.3586266283397,-0.00690959037501517,0.114632972659962,0.417143633700294,0.296054534040609,-0.0183843847205606,-0.301541470552593
"ERR2836570",0.136354765940953,0.933083993188602,-0.709975769198103,-0.263632101962698,0.165159385615105,-0.1410248981025,0.441569256895827,0.237759682131053,1.11820062133968,-0.508259451899125,-0.831144173902769,-1.13223121709591,-0.169192981810488,0.332161164316277,-1.69695124802796,-1.2620398362926,-0.133341958641788,1.23587793007077,3.48799171833178,-0.20983778258694,0.512455943727566,-0.0163233664707434,0.991120597419133,0.324296769311416,0.532959602946268,0.172746088192293,-0.359351694052995,-0.705425472643731,1.38056300833414,-0.0193656172758763,0.114632972659962,0.462150851038383,0.351917233640118,-0.0183843847205606,-0.301541470552593
"ERR2836572",0.831454589416466,-0.179151583292731,-0.373370080900293,0.206679377123219,2.37547043655375,-1.16402304025329,0.290452977187433,-1.05388382080318,0.729545216373662,0.306669500250624,-0.880955027156936,-0.0999205769343345,-0.132768701557321,0.616301843950608,-1.63377387829818,-1.2188367668138,-0.133341958641789,0.804675203784089,0.219406590461118,0.212770900289791,-0.790434436315806,0.314166948932627,-0.158837850805368,0.18837124767034,1.2093903945471,-0.433987562563647,0.321288210607052,-0.0862176628183196,-1.05968353267686,-0.305290562662903,0.114632972659962,0.130359098341068,0.377004271416291,0.3276924548781,-1.78149974273438
"ERR2836573",0.0474609445200883,1.00186952620941,-0.128066500153335,0.134722618192721,1.70969988371749,-1.08528374089777,0.280679615658931,-1.0477089959731,0.718021172157494,0.297470345010656,-0.962280661580762,-0.140081980189188,-0.169192981810488,0.332161164316277,2.1225697626338,-0.669228499598031,-0.133341958641788,0.197316055866545,0.894223826958435,-0.20983778258694,0.512455943727566,-0.554511080799881,0.939365241088769,0.257574000187682,1.43132396558851,-0.165320713119228,-0.271901779274698,-0.0862176628183197,1.26122076936356,0.0483999000703469,0.114632972659962,0.217294494231811,0.0480029302392741,-0.0183843847205606,0.271286029518051
"ERR2836574",0.44757389522,1.76424100662253,-0.965306368126072,0.378214743119205,0.568719941296447,0.0402338207153556,0.387510756210013,-1.31258843362452,0.814039442146496,0.374117653449713,-0.715356414714055,-0.955392098384745,-0.169192981810488,0.332161164316277,-0.116308754751501,-0.26092208561405,0.0535429590507381,0.385660001493205,1.64270635198958,-0.20983778258694,0.512455943727566,-0.421993355273079,0.853546741746877,0.250456139123972,1.40849694980398,0.407058891539591,0.0410496950836014,-0.0862176628183197,1.68042250760993,0.366157715683424,1.12065212460351,0.458226891832664,0.347046838016608,-0.0183843847205606,-1.85358195456475
"ERR2836575",-0.504732935632215,-0.00717655409551905,-0.562037161767245,-0.0191639109204738,0.344914957936627,0.848544682565391,0.831671839740301,-0.719417032401762,0.362516742614672,0.667000365479917,-0.297188206586086,0.468326407486002,0.088247444212495,-0.75532368438828,-2.49839369195374,-0.341447029349928,-0.0932213005682814,0.504097850087153,0.410498664102549,0.435125198349393,-0.925555937166377,-0.461245699934642,0.116463236472884,0.495268353518999,0.658368343289259,-0.0585598593590922,0.0969667278106425,0.400512685483942,0.0417816142302194,-0.317513529260852,0.933134205368436,-0.185298992003179,-0.208038801486068,-0.0418649482056633,-0.249225610806304
"ERR2836576",0.448547660951412,-0.244501698834185,-0.235059967027271,-0.244923232660229,0.165159385615105,-0.1410248981025,0.389462475455877,0.203964679461976,1.04663709986207,0.559790488579628,-0.0768481602158721,0.451440488558901,0.166358933568384,-0.75532368438828,3.49301879848422,-0.444777340106624,-0.133341958641788,-0.539870274893163,2.36349480599432,-0.20983778258694,0.512455943727566,-0.320068550677918,0.00380607706945359,0.156560345989419,1.10737267485705,0.634218047028305,-0.516387146393142,-0.0862176628183197,-0.56096494097368,-0.254147370931043,0.114632972659962,0.075516948323571,0.267337157690618,-0.387390253656555,0.702211376716364
"ERR2836577",0.379366848224421,0.111569977434132,-0.668793744564688,-0.200996885486169,0.165159385615105,-0.1410248981025,0.267121540007042,0.124617766722879,0.878613899817109,0.425664701474335,-0.867792724213908,-0.907722615655955,-0.169192981810488,0.332161164316277,-1.4325299686951,-1.08121858729865,-0.133341958641789,2.36886018235025,-0.2885350342634,0.586085831522057,-1.26213833098751,-0.211927668864434,0.213927127308183,-0.0119873581723587,0.566839350462473,1.40598941918521,-0.121271962382655,-0.0862176628183197,0.040257979350066,-0.0103407033923912,0.114632972659962,0.429541234517446,0.311442364952277,-0.0183843847205606,0.165579236211992
"ERR2836578",-0.550016233934739,0.0785343072402611,-1.614687635404,0.0637764001888576,2.40821897566132,-0.1410248981025,-1.74832421783567,-0.0929028052333067,0.417997332467286,-1.01568207792686,-0.00242350615102476,-0.140081980189188,-0.169192981810488,0.332161164316277,0.38686782790323,-0.108479062735282,-0.108837552945243,-1.23972970709176,1.27060138901141,-0.473691808677569,0.822604156993033,-0.396887996576369,0.0521708951271004,0.393247733040214,0.162928985676041,-0.788948220259694,0.0642292279515831,0.45385710558101,-0.220537119030317,0.559146726682756,0.259673791456253,-0.166168638145668,0.0480029302392741,0.358622115972874,1.06362529017489
"ERR2836579",0.138563928595891,0.687879820452887,-1.07850592698283,-0.134245069218634,0.165159385615105,-0.1410248981025,0.081208524915688,-0.776810147816789,0.504801010896545,0.127265742621285,-0.405316791863312,-0.0868801891216077,-0.415295734916801,0.332161164316277,2.08246940461295,-0.0329489754407223,0.597545759160598,0.658698211833164,1.71397264079103,-0.752959028932867,0.512455943727566,0.104093825643653,0.696443593714736,0.230863050360589,1.34566181682428,-0.856715304970037,0.0642292279515831,-0.0862176628183197,2.40870998672371,0.538764943466847,0.190955047880312,-0.158787543924404,0.0480029302392741,-0.454117277225067,-0.301541470552593
"ERR2836580",0.295431884581972,1.21989738664211,-0.667985665718214,-0.273033665360458,1.19824080843736,-0.1410248981025,-1.01735461886956,0.328492004120694,1.31033330252335,-0.148790433262525,-0.590823387719402,-0.725909865034114,0.0939409851840269,-0.236120194952386,-2.09204491203675,-1.53221979297352,-0.133341958641788,1.11277318822363,3.38813535652691,-0.20983778258694,0.512455943727567,-0.129913801070567,1.08003602732908,-0.00662735187907266,0.834116886534572,0.00212725819124324,-0.355147158210011,-0.626292431217649,1.38739748698213,-0.0232464057156446,0.114632972659962,0.476173258836789,0.369321765642617,-0.0183843847205607,-0.808850034976541
"ERR2836581",1.08862448365842,0.0827902295207668,-0.689199127059253,0.123118065842439,1.25576363388118,0.756966377890375,0.562695982242152,0.316319092120581,1.28455622364884,0.216956511086612,0.563211702936087,0.80841492808671,0.691043822841713,0.110946195755415,-2.44256976915,-0.267856152563719,-0.207713875654022,0.372261065531844,0.705999158879076,0.314643052826531,0.158789595433734,-0.591488952683342,0.458264270757183,-0.4563106294317,-1.46110852977348,-0.301452474366658,0.287149358475851,-0.0452030243418817,-0.0258315566670282,0.484579418851241,-0.0622106606463873,-0.105348041042505,0.0480029302392741,0.298825596965209,1.2337186361692
"ERR2836582",1.13216398379027,0.291187293174364,-0.429225673653682,-0.0894668788155891,1.40506507055555,0.54909137715452,0.975462130281672,0.584027683770529,1.85144978882709,0.311499038421941,0.033847336540018,0.159355610766019,0.368542152481569,0.0285915858648343,-2.4400523708117,0.0206314408994756,-0.0860641416158627,0.108902495431405,0.0444690199647739,0.312175273749987,0.0311900955943242,-0.497104844958569,0.244468686559101,0.491312718083314,-0.608711545794045,-0.034277870127966,-0.24562418058106,0.0444973674214263,-0.0954344510170753,0.431967592510067,0.0725228576556583,0.111819317697801,-0.112656487462397,-0.383164801036346,-0.174096672359328
"ERR2836583",-0.264338207852119,0.569160085614499,-1.03259533731361,-0.0888170031918835,2.15593302672069,-0.1410248981025,0.44065996010478,0.237169937636552,1.11695179194287,-0.274819529091331,0.035717543489178,-0.479538026690011,0.206529645208453,-0.116469101207088,-2.43484634556284,-0.0314173543519811,0.0646562658515179,-0.872512947564757,-0.529459454735952,-0.034307277879131,0.121092472195149,-0.442537537036712,0.0977837091461988,0.17289948887249,-1.37494076661434,0.949722450586419,-0.365364592697305,0.717382902346875,-0.529761325110111,0.556127285487632,-0.675203501730462,0.217294494231811,0.0480029302392742,-0.0183843847205606,-0.865958401560247
"ERR2836584",-1.84543574099431,-0.0736321595794414,-0.412512747425562,0.172004785204137,-1.7206768248876,0.139961838997591,0.491392627043901,0.270073728030762,1.18662810277581,0.671539362832949,0.560531632088273,0.803920796759181,0.204304325949046,-0.310525133280685,-1.98134502666049,-1.05035554227985,-0.671599080180308,-0.0292018780600025,-2.26089804155724,0.513571299095503,0.0758989075027796,-0.509265783061713,-0.644194839036684,-0.0867374067665639,-1.09527321476389,0.316084954549089,0.0642292279515831,0.364733732717838,-0.107004676931129,-0.190791161199589,-0.594833218722804,-0.655716419648537,0.0480029302392741,-0.106892107502584,1.17117452952617
"ERR2836585",0.638578411799811,-0.0696166678730336,-0.271353081410328,-0.147544023413611,1.82316812342527,-0.1410248981025,-0.168584528769327,-0.308722766601257,-0.512088048986287,0.247821895881411,-0.473458291565643,-0.825957685330721,-0.169192981810488,0.332161164316277,1.71946945661832,-0.82382167503273,-0.133341958641789,0.209386671797393,-0.844071098581938,0.302087281458798,-0.628934098777575,0.672874915440166,0.0588272774703938,0.292378260910991,-0.188171789466147,-0.532922455720886,0.0642292279515831,0.462611121768859,-0.145863285964794,-0.51093105523924,0.114632972659962,-0.485041325032362,0.0480029302392741,-0.101452584306495,-0.301541470552593
"ERR2836586",0.601761548490769,-0.33928695190705,-1.01767122255714,-0.12815675279387,0.165159385615105,-0.1410248981025,0.064251723937846,-0.00695792814967743,0.599992230271884,-0.91508759682447,0.100048959169545,0.0317510580985705,-0.0133494545405568,1.54787456887257,2.66639715329449,0.262005158449728,0.727260820316714,-0.0868780159908585,-1.7524524900655,0.352684030358013,-0.741744799860063,-0.273754518124867,-0.103886526063104,0.151443840066524,1.09096401494951,-0.661103472372281,0.0642292279515831,-0.0862176628183197,0.393592636205868,0.56503732614742,-0.0278888694066848,-0.046689203886795,0.226862289002778,0.382830715872908,0.738406736282637
"ERR2836587",-0.277366158446103,0.240656897170218,-0.229272313938619,-0.0313834275019614,0.165159385615105,-0.1410248981025,-0.205275334521913,-0.1817656481493,0.229823417233393,-0.0922371961188465,-0.00242350615102487,-0.140081980189188,-0.169192981810488,0.332161164316277,-0.227302819448036,-0.257038782261326,-0.133341958641788,1.33856411846021,0.708731453814203,0.0365504305944215,-0.0368921403324747,-0.120908056578257,0.270931169845455,-0.245298688971493,-0.181391246228018,0.316084954549089,0.0642292279515831,-0.0862176628183197,1.85915158953464,0.0385510532067752,-0.240100123031421,-0.0814052032980927,0.0480029302392741,-0.364461224319221,-0.301541470552593
"ERR2836588",0.394427306175857,0.251656898003159,-0.183521268020267,-0.339596236356895,0.165159385615105,-0.1410248981025,0.653139848584709,0.374978456985996,1.40877194745022,0.848867362832819,-0.0304470077418778,0.744357923936937,0.0170946386482418,-1.18217117334528,-1.15799326506233,-0.893480029453352,-0.133341958641788,-1.24477729101343,0.0252625252574129,-0.20983778258694,0.512455943727566,0.56933358999305,-0.513740262905774,-0.177910562064871,-0.569788673500172,0.316084954549089,0.0642292279515831,-0.422730491396827,-0.171482045700018,-0.560994794645852,0.114632972659962,-0.547904925013358,0.0480029302392741,0.04427087356222,-0.301541470552594
"ERR2836589",-1.21629934067967,-0.264649616100136,-0.68249524021165,-0.0502637480234314,1.74837978237729,-0.1410248981025,-0.710352087636379,0.0541932095363832,0.729484474969379,0.306621012966385,-0.38391489027828,-1.26451187760514,-0.169192981810488,0.332161164316277,1.53347514427838,-0.220081710848125,0.404915162896731,-2.04222526313618,0.0252625252574128,-0.20983778258694,0.512455943727566,-0.542013114894383,0.164852566415224,-0.262651925750386,1.09178770587342,-0.0161334466022219,-0.0881460493368253,-0.566429853450671,0.648607095420365,-0.00237158952259007,-0.127510035848166,-0.157076295118985,-0.222323601188069,-0.117727920154077,0.529694780378897
"ERR2836590",0.496753398281863,-0.156302560482025,0.215084711175374,-0.00860108174271195,-0.894248861546595,-0.468623735723808,0.440863824469739,0.237302158368048,1.11723177952715,0.616143224231559,-0.469339137913818,0.353456790859278,0.278420723278375,-0.634534726984157,-0.692903420048997,-0.575434042829669,-0.133341958641788,-0.453737664446189,-1.13131200135454,0.1561367374615,-0.303522218569575,-0.228829353250876,0.133131158553964,0.251913515004297,1.41317076149072,-0.0301295594064197,-0.325727000807998,-0.0862176628183197,-0.143527913429767,-0.0721052051571724,0.662326438542258,0.160358722730582,0.377004271416291,-0.391462018942286,0.610015639299663
"ERR2836591",0.532691705945922,-0.0365064910431963,-0.96885769327828,-0.173669148987274,0.165159385615105,-0.1410248981025,0.191010024662364,-1.14831683117065,0.588427729429878,0.194021401621439,-0.70748392799436,-0.140081980189188,-0.169192981810488,0.332161164316277,-1.79147846784024,-1.32668111627395,-0.133341958641788,-0.305346002280763,2.1754962374227,-0.635393112078915,0.512455943727567,0.644152356770689,-0.024502272973544,0.212253482848072,1.28598084138108,-0.51942820043786,0.29977592630947,-0.0862176628183197,0.232583599396194,0.563564170600864,0.188794167191741,-0.179955559217977,0.0480029302392742,-0.478642778569581,-0.301541470552593
"ERR2836592",0.174847566903151,0.834523739162446,-0.797976375078967,-0.0765801800357992,-0.303849154842916,-0.849182882024032,-1.32832395726779,-1.18737283911066,0.479411876723242,0.106998674716346,0.144426846735141,-1.33312631314338,-0.169192981810488,0.332161164316277,0.966778015197284,-1.12179547797432,-0.133341958641788,0.00646251203451776,1.14798631280413,-0.20983778258694,0.512455943727566,0.153253070582984,1.10989497467082,0.548551334744012,0.455737391934109,0.528254872106429,-0.319930890755816,0.518929491395145,2.07846600971687,0.142649396305732,1.12519678179337,-0.149266767046816,0.0480029302392741,0.3420048332666,-0.301541470552593
"ERR2836593",0.790008478165771,0.212781102279785,-1.17282094433852,-0.031903151966791,-0.596592427565823,0.529712064270463,0.30639316773753,0.150088247287878,-0.115892490164947,0.250085441456117,-0.202100799358821,0.108444927429605,-0.594038325913838,1.25898814154757,-2.50059790304186,-0.805105144291797,0.560359800654482,-1.14302350752778,1.64270635198958,-0.20983778258694,0.512455943727566,-0.941795005423088,0.132119236090125,-0.457267965602975,1.41019053699614,-0.182840756096301,-0.256919030391348,-0.0862176628183197,0.138198064577718,0.500053049385958,-0.385403176320035,0.150511988048661,0.304044661964616,0.250086860893364,0.306536863611242
"ERR2836594",-1.72087062894705,-0.126597218634967,-0.166158956331975,0.174843933267284,1.63939102476673,-0.96095994275059,0.076522308060137,-1.19263327594822,0.435732556836161,-1.10271593780483,-0.00242350615102486,-0.140081980189188,-0.169192981810488,0.332161164316277,-0.915270877383645,-0.251224734540312,0.194915941753288,-0.964977534652256,1.21157925987686,-0.20983778258694,0.512455943727566,0.527693130557669,0.158631177619093,0.333367198341674,-0.319327820653445,-0.561775972803817,0.0642292279515831,0.545867778133228,0.279367617332799,-0.598882682241968,0.114632972659962,-0.595479657508324,0.0480029302392742,-0.138782474706476,-0.721130030323864
"ERR2836595",-0.375100887554824,-0.34835174835511,0.588106927710496,-0.0313834275019614,0.165159385615105,-0.1410248981025,-0.205275334521913,-0.1817656481493,0.229823417233393,-0.0922371961188465,-0.0024235061510249,-0.140081980189188,-0.169192981810488,0.332161164316277,0.991744418273327,0.576591720788783,-0.133341958641788,0.571454022916891,2.04329020544285,-0.20983778258694,0.512455943727566,0.0404910835520123,1.16071770149539,0.485965449419379,2.16377647765601,-0.19148828723533,-0.510007117519214,-0.0862176628183197,1.43199940429088,-0.0485724933366934,0.114632972659962,0.567683717103801,0.48290402072812,-0.0183843847205606,-0.301541470552594
"ERR2836596",-2.98361582706747,0.0541324015606222,0.917249049345395,-0.182843664928434,0.165159385615105,-0.1410248981025,-1.56374123329434,-1.4463181755944,0.394861018228267,0.0395053140195369,0.0946796611793913,-0.928969314939127,-0.169192981810488,0.332161164316277,0.991744418273327,0.576591720788783,-0.133341958641788,0.219380417965542,-0.289616262305914,-0.831084508674917,0.512455943727566,-0.0364596609208218,0.752049212525697,0.147690204304672,1.07892608641758,-0.651858157950725,0.0642292279515831,-0.0862176628183197,1.61379386000487,0.297387146514223,0.927691754412597,0.440280524828539,0.324771910390599,-0.0183843847205607,-0.301541470552593
"ERR2836597",0.468237952339277,-0.0524554073322857,-0.822576268368135,-0.172388708907529,0.165159385615105,-0.1410248981025,0.18744382243477,0.0729410251623943,0.769184418755386,-0.662906704907956,-0.370973149147459,-0.789191243311574,-0.169192981810488,0.332161164316277,1.61169704047624,-0.964968028576471,-0.133341958641788,-0.37073754518942,2.53284354478402,-0.20983778258694,0.512455943727567,0.612025957647507,-0.00519112076707751,0.19764348216965,1.23912649663999,-0.445283709052949,0.330615997480039,-0.0862176628183198,-1.20712877085482,0.354779679933463,0.916386298659547,0.217294494231811,0.0480029302392741,-0.0183843847205606,-0.301541470552593
"ERR2836598",-0.233805404580652,-0.635253033089156,0.588106927710496,-0.0313834275019614,0.165159385615105,-0.1410248981025,-0.205275334521913,-0.1817656481493,0.229823417233393,-0.0922371961188465,-0.00242350615102487,-0.140081980189188,-0.169192981810488,0.332161164316277,0.991744418273327,0.576591720788783,-0.133341958641789,0.202367179533528,2.1265186259777,-0.20983778258694,0.512455943727566,0.243383793953157,0.825190593977326,0.435856018314798,0.164166722404696,-0.856715304970037,0.0642292279515831,0.49678635738489,2.9381476873062,0.582780539500678,-0.0766512824968953,-0.0272590523655039,0.393964155428431,0.49609077351736,-0.301541470552593
"ERR2836599",-0.421922108823203,0.212063942006835,0.763138260790151,-0.0523219521789671,1.08007889188946,-0.1410248981025,0.0763856135212193,0.000911773634320937,0.616656930025167,0.216555573974918,0.225177713784297,0.241575756034281,0.176950509660091,-0.415393003933701,2.72772051314686,0.576591720788783,-0.133341958641788,0.0464767023865204,0.0252625252574128,-0.20983778258694,0.512455943727567,-0.850527122909761,0.525187401466444,-0.116169387349598,-0.925639392565289,0.316084954549089,0.0642292279515831,0.281028602860482,1.26122076936356,0.048399900070347,0.114632972659962,0.217294494231811,0.0480029302392741,-0.0183843847205607,0.479461002677203
"ERR2836600",0.401849107666507,-0.0284531243791056,0.366739941535157,-0.0757588995695228,-0.752834252978686,0.667285963747535,0.53318817312643,0.297181151525004,-0.26640028804533,0.402387738449751,0.362148625780877,0.471258216505865,0.385260419957931,0.523281968114258,0.780446858667649,-0.373887873869377,-0.133341958641788,-0.466887576879209,-0.896110739838339,0.0817120749623745,-0.137584711970527,0.571295074454796,-0.439854659334096,-0.126975725330642,-0.863356108213331,0.316084954549089,0.0642292279515831,0.250295165760188,0.324809487847022,0.0199563530179839,-0.112303450558902,-0.458146818973298,0.0480029302392741,-0.0959899787052967,-0.301541470552594
"ERR2836601",0.0985669211947926,-0.132417348827131,-0.0261115618250514,-0.0500000910349385,-0.145156314283093,-0.609571889175419,0.0544239476117486,-0.0133319493038016,-0.394621608826748,-0.0121158794826616,0.0566313396074515,-0.0410546606009575,-0.627277108197226,0.332161164316277,-0.336772738516477,-0.331898443870877,-0.133341958641788,1.02462213957309,0.348948153824683,0.181545358777743,-0.360173375938093,0.253784201356055,-0.2098935367025,-0.245298688971493,-0.181391246228018,0.316084954549089,0.0642292279515831,-0.0862176628183197,-0.203766394106573,-0.114097377237888,0.114632972659962,0.0132513292628575,0.0480029302392741,0.182223165576174,-0.301541470552593
"ERR2836602",0.251283016789573,-0.516898984723712,0.217637644208667,-0.0754963719468112,-0.17185374600979,-0.649882454541664,-1.14394858206171,-0.0222265186341179,-0.725572442657555,-0.0922371961188466,-0.00242350615102486,-0.140081980189188,-0.169192981810488,0.332161164316277,-0.0861715476579185,-0.160527892889713,-0.133341958641788,-1.49776725358605,0.0252625252574127,-0.20983778258694,0.512455943727566,0.34273280891289,0.0582741354217003,0.279737144347341,0.344034820987148,0.155117994383588,0.0259929883344176,0.281028602860482,-0.218243172360089,0.264202746219127,-0.675203501730462,-0.149266767046815,0.0480029302392741,0.3420048332666,0.0598724429059325
